Key,Academic Year,Add Contents,Assessment Methods,Challenging Topics,Course Code,Course Name,Course Outcomes Appropriateness,Design Thinking Contribution,Industry And Societal Needs,Innovative Teaching Methods,Remove Contents,Semester,Student Proficiency In Prerequisites,Suggestions,Time For Effective Coverage,Course Facilitator
65c669270b64ec1a66d0cda7,2023,none,Assignment,None,21CS560,Discrete Mathematics,excellent,excellent,excellent,Assignment,None,4,excellent,none,excellent,Senthilkumar
